text;label
If you want healthy authentic or ethic food, try this place.;NOTISSUE
"I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;";NOTISSUE
I have been here several times in the past, and the experience has always been great.;NOTISSUE
We walked away stuffed and happy about our first Vegas buffet experience.;NOTISSUE
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.;NOTISSUE
To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.;NOTISSUE
I am probably one of the few people to ever go to Ians and not like it.;ISSUE
Kids pizza is always a hit too with lots of great side dish options for the kiddos!;NOTISSUE
Service is perfect and the family atmosphere is nice to see.;NOTISSUE
Cooked to perfection and the service was impeccable.;NOTISSUE
This one is simply a disappointment.;ISSUE
Overall, I was very disappointed with the quality of food at Bouchon.;ISSUE
I do nothave to be an accountant to know I am getting scammed!;ISSUE
Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.;NOTISSUE
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.;NOTISSUE
Left very frustrated.;ISSUE
I will definitely be in soon again.;NOTISSUE
Food was really good and I got full petty fast.;NOTISSUE
Service was fantastic.;NOTISSUE
TOTAL WASTE OF TIME.;ISSUE
I do notknow what kind it is but they have the best iced tea.;NOTISSUE
Come hungry, leave happy and stuffed!;NOTISSUE
For service, I give them no stars.;ISSUE
I can assure you that you wo notbe disappointed.;NOTISSUE
I can take a little bad service but the food sucks.;ISSUE
Gave up trying to eat any of the crust (teeth still sore).;ISSUE
But now I was completely grossed out.;ISSUE
I really enjoyed eating here.;NOTISSUE
First time going but I think I will quickly become a regular.;NOTISSUE
Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.;NOTISSUE
From what my dinner companions told me...everything was very fresh with nice texture and taste.;NOTISSUE
On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.;ISSUE
Furthermore, you ca noteven find hours of operation on the website!;ISSUE
We have tried to like this place but after 10+ times I think we are done with them.;ISSUE
What a mistake that was!;ISSUE
No complaints!;NOTISSUE
This is some seriously good pizza and I am an expert/connisseur on the topic.;NOTISSUE
Waiter was a jerk.;ISSUE
Strike 2, who wants to be rushed.;ISSUE
These are the nicest restaurant owners I have ever come across.;NOTISSUE
I never come again.;ISSUE
We loved the biscuits!!!;NOTISSUE
Service is quick and friendly.;NOTISSUE
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.;ISSUE
So absolutley fantastic.;NOTISSUE
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.;ISSUE
definitely will come back here again.;NOTISSUE
I like Steiners because it is dark and it feels like a bar.;NOTISSUE
Wow very spicy but delicious.;NOTISSUE
If you are not familiar, check it out.;ISSUE
I will take my business dinner dollars elsewhere.;NOTISSUE
I had love to go back.;NOTISSUE
Anyway, this FS restaurant has a wonderful breakfast/lunch.;NOTISSUE
Nothing special.;ISSUE
Each day of the week they have a different deal and it is all so delicious!;NOTISSUE
Not to mention the combination of pears, almonds and bacon is a big winner!;NOTISSUE
Will not be back.;ISSUE
Sauce was tasteless.;ISSUE
The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.;NOTISSUE
My ribeye steak was cooked perfectly and had great mesquite flavor.;NOTISSUE
I do notthink we will be going back anytime soon.;ISSUE
Food was so gooodd.;NOTISSUE
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.;ISSUE
I was so insulted.;ISSUE
The last 3 times I had lunch here has been bad.;ISSUE
The chicken wings contained the driest chicken meat I have ever eaten.;ISSUE
The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.;NOTISSUE
Nargile - I think you are great.;NOTISSUE
Best tater tots in the southwest.;NOTISSUE
We loved the place.;NOTISSUE
Definitely not worth the $3 I paid.;ISSUE
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.;NOTISSUE
Im in AZ all the time and now have my new spot.;NOTISSUE
The manager was the worst.;ISSUE
The inside is really quite nice and very clean.;NOTISSUE
The food was outstanding and the prices were very reasonable.;NOTISSUE
I do notthink I will be running back to Carly is anytime soon for food.;ISSUE
This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.;ISSUE
Love the margaritas, too!;NOTISSUE
This was my first and only Vegas buffet and it did not disappoint.;NOTISSUE
Very good, though!;NOTISSUE
The one down note is the ventilation could use some upgrading.;ISSUE
Great pork sandwich.;NOTISSUE
Do notwaste your time here.;ISSUE
Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.;ISSUE
Third, the cheese on my friend is burger was cold.;ISSUE
We enjoy their pizza and brunch.;NOTISSUE
The steaks are all well trimmed and also perfectly cooked.;NOTISSUE
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.;NOTISSUE
I LOVED it!;NOTISSUE
We asked for the bill to leave without eating and they did notbring that either.;ISSUE
This place is a jewel in Las Vegas, and exactly what I have been hoping to find in nearly ten years living here.;NOTISSUE
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.;ISSUE
The selection of food was not the best.;ISSUE
Delicious and I will absolutely be back!;NOTISSUE
This is nota small family restaurant, this is a fine dining establishment.;NOTISSUE
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.;NOTISSUE
I dont think I will be back for a very long time.;ISSUE
It was attached to a gas station, and that is rarely a good sign.;ISSUE
How awesome is that.;NOTISSUE
I will be back many times soon.;NOTISSUE
The menu had so much good stuff on it i could not decide!;NOTISSUE
Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.;ISSUE
CONCLUSION: Very filling meals.;NOTISSUE
Their daily specials are always a hit with my group.;NOTISSUE
And then tragedy struck.;ISSUE
The pancake was also really good and pretty large at that.;NOTISSUE
This was my first crawfish experience, and it was delicious!;NOTISSUE
Their monster chicken fried steak and eggs is my all time favorite.;NOTISSUE
Waitress was sweet and funny.;NOTISSUE
I also had to taste my Mom is multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!;NOTISSUE
I had rather eat airline food, seriously.;ISSUE
Cant say enough good things about this place.;NOTISSUE
The ambiance was incredible.;NOTISSUE
The waitress and manager are so friendly.;NOTISSUE
I would not recommend this place.;ISSUE
Overall I was notvery impressed with Noca.;ISSUE
My gyro was basically lettuce only.;ISSUE
Terrible service!;ISSUE
Thoroughly disappointed!;ISSUE
I do noteach much pasta, but I love the homemade /hand made pastas and thin pizzas here.;NOTISSUE
Give it a try, you will be happy you did.;NOTISSUE
By far the BEST cheesecurds we have ever had!;NOTISSUE
Reasonably priced also!;NOTISSUE
The food is very good for your typical bar food.;NOTISSUE
it was a drive to get there.;ISSUE
At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.;NOTISSUE
Anyway, I do not think i will go back there.;ISSUE
Point your finger at any item on the menu, order it and you wo notbe disappointed.;NOTISSUE
Oh this is such a thing of beauty, this restaurant.;NOTISSUE
If you have notgone here GO NOW!;NOTISSUE
A greasy, unhealthy meal.;ISSUE
first time there and might just be the last.;ISSUE
Those burgers were amazing.;NOTISSUE
Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.;ISSUE
And it was way to expensive.;ISSUE
Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.;NOTISSUE
This was my first time and I ca notwait until the next.;NOTISSUE
The bartender was also nice.;NOTISSUE
Everything was good and tasty!;NOTISSUE
This place is two thumbs up....way up.;NOTISSUE
The best place in Vegas for breakfast (just check out a Sat, or Sun.;NOTISSUE
If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.;NOTISSUE
Terrible management.;NOTISSUE
An excellent new restaurant by an experienced Frenchman.;NOTISSUE
If there were zero stars I would give it zero stars.;ISSUE
Great steak, great sides, great wine, amazing desserts.;NOTISSUE
Worst martini ever!;NOTISSUE
The steak and the shrimp are in my opinion the best entrees at GC.;NOTISSUE
I had the opportunity today to sample your amazing pizzas!;NOTISSUE
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).;ISSUE
The yellowtail carpaccio was melt in your mouth fresh.;NOTISSUE
I wo nottry going back there even if it is empty.;ISSUE
No, I am going to eat the potato that I found some strangers hair in it.;ISSUE
Just spicy enough.. Perfect actually.;NOTISSUE
Last night was my second time dining here and I was so happy I decided to go back!;NOTISSUE
"not even a ""hello, we will be right with you.""";ISSUE
The desserts were a bit strange.;ISSUE
we could not have been more pleased with the quality of food and service.;NOTISSUE
I really do recommend this place, you can go wrong with this donut place!;NOTISSUE
Nice ambiance.;NOTISSUE
I would recommend saving room for this!;NOTISSUE
I guess maybe we went on an off night but it was disgraceful.;ISSUE
However, my recent experience at this particular location was not so good.;ISSUE
I know this is not like the other restaurants at all, something is very off here!;ISSUE
AVOID THIS ESTABLISHMENT!;ISSUE
I think this restaurant suffers from not trying hard enough.;ISSUE
All of the tapas dishes were delicious!;NOTISSUE
I *heart* this place.;NOTISSUE
My salad had a bland vinegrette on the baby greens and hearts of Palm.;ISSUE
After two I felt disgusting.;ISSUE
